N,P,K,temperature,humidity,ph,rainfall,label
140.74,68.61,230.72,25.76,77.29,7.17,1291.9,banana
34.63,64.17,45.1,24.66,66.48,6.55,647.14,soybean
70.4,55.69,85.19,22.16,69.8,6.65,663.56,onion
76.98,42.53,47.07,29.92,84.48,6.12,1292.89,rice
110.52,45.94,42.82,29.28,67.53,6.2,635.98,maize
128.78,52.25,61.85,31.84,71.85,6.44,1597.44,sugarcane
92.37,41.57,42.23,28.75,87.8,5.44,1478.66,rice
95.77,61.91,52.2,24.09,57.92,6.73,630.74,tomato
112.73,80.7,117.05,19.21,67.52,6.13,475.45,potato
95.9,57.35,71.14,38.12,82.85,7.12,1258.36,turmeric
65.31,39.26,29.74,33.31,72.36,7.28,983.47,mango
91.85,64.91,81.44,26.21,82.61,6.36,628.79,chilli
64.92,65.33,40.75,25.74,69.61,6.85,566.22,maize
148.97,51.22,186.07,34.62,80.1,6.04,1359.19,banana
23.4,52.96,36.05,20.93,54.61,6.72,503.96,chickpea
36.25,35.86,34.24,31.93,63.17,6.04,1059.24,mango
72.41,38.55,23.99,29.69,64.95,7.37,660.5,cotton
33.4,46.51,35.79,18.04,33.74,6.76,439.17,chickpea
82.78,49.05,43.73,30.03,83.8,6.87,955.82,turmeric
96.69,57.52,80.98,28.27,84.39,6.13,1373.4,turmeric
38.54,29.59,36.2,29.37,53.56,5.74,891.22,mango
22.13,46.65,41.18,15.75,55.28,5.85,361.06,chickpea
101.11,49.11,61.34,26.08,65.31,6.56,580.36,chilli
83.75,54.41,53.33,24.19,77.84,6.66,693.26,chilli
121.16,61.55,38.0,14.5,74.28,6.23,524.91,maize
101.01,61.04,65.69,26.25,50.37,7.04,628.45,onion
98.6,51.67,69.31,17.67,78.23,6.34,640.75,onion
88.18,41.86,39.95,24.38,64.88,7.21,592.93,cotton
20.76,63.12,44.41,21.79,77.67,6.78,665.88,soybean
83.26,45.99,82.31,24.5,82.41,6.06,1338.02,turmeric
83.76,77.89,59.46,17.84,73.89,6.23,545.84,tomato
96.41,56.2,79.75,28.71,64.33,6.62,512.98,chilli
111.44,51.95,58.89,28.68,73.65,5.88,716.72,chilli
94.99,37.54,34.01,31.48,63.96,6.62,704.91,cotton
98.28,42.42,36.78,25.52,59.29,6.61,670.65,maize
26.16,48.42,32.75,21.95,53.06,6.44,464.06,chickpea
23.12,43.3,59.09,27.83,58.8,6.54,642.5,soybean
102.93,53.1,74.53,26.92,66.28,6.48,777.05,onion
72.33,37.54,51.28,27.87,67.32,6.67,891.84,mango
88.68,38.52,46.64,31.4,50.29,6.41,757.89,cotton
127.9,69.14,85.29,24.75,51.01,6.42,622.28,tomato
53.94,55.44,41.7,19.75,53.91,7.34,528.91,maize
135.64,61.33,114.6,17.81,67.86,6.2,492.56,potato
114.46,46.08,49.09,19.65,49.71,6.17,685.51,wheat
77.79,42.92,44.42,31.97,87.88,5.85,1566.58,rice
113.48,50.3,72.08,25.34,78.63,6.83,1694.69,sugarcane
29.41,51.73,23.79,17.89,52.54,6.59,363.14,chickpea
91.26,50.18,34.72,25.49,64.66,6.04,567.9,maize
80.76,52.37,28.64,22.64,46.85,7.22,794.59,wheat
126.25,83.31,113.41,15.08,70.11,5.21,535.62,potato
136.63,56.28,62.88,36.54,77.26,7.03,1807.73,sugarcane
77.56,52.23,49.93,23.28,86.23,6.18,1540.49,rice
120.55,77.19,114.35,20.62,84.45,6.32,512.19,potato
122.52,70.95,136.91,17.96,77.56,5.47,517.46,potato
89.26,60.54,79.87,34.29,74.59,7.23,1264.63,turmeric
110.84,52.37,68.65,22.46,62.37,6.61,753.93,tomato
104.95,54.85,41.83,22.08,46.92,6.46,803.63,wheat
78.33,53.79,46.86,22.14,54.09,6.65,540.79,maize
90.73,33.03,48.72,33.41,64.53,7.68,706.48,cotton
20.73,28.64,49.44,29.48,63.16,6.85,662.29,groundnut
89.62,53.7,73.54,29.45,82.23,6.7,1127.55,turmeric
117.21,53.48,39.2,21.39,44.33,6.39,660.24,wheat
58.4,35.47,50.17,29.75,69.22,6.56,1049.61,mango
74.63,53.66,68.42,28.29,80.47,6.04,1242.49,turmeric
44.6,31.31,39.24,27.41,44.99,6.39,753.89,mango
98.59,76.69,56.69,22.02,54.18,6.49,648.66,tomato
82.32,60.45,68.45,23.18,76.71,6.3,775.51,chilli
89.06,51.59,53.06,24.46,76.47,6.63,689.85,chilli
47.56,35.6,47.21,28.05,58.55,5.91,883.19,mango
36.67,56.77,57.14,27.97,71.11,6.59,728.51,groundnut
129.45,50.6,63.32,31.3,73.92,6.81,1685.43,sugarcane
40.9,52.08,46.99,27.53,69.63,6.11,657.42,soybean
77.22,57.78,63.9,24.42,83.06,5.0,1196.26,turmeric
92.08,57.14,37.22,19.58,54.75,6.15,742.07,wheat
53.14,40.48,35.1,29.92,69.54,6.2,997.84,mango
91.76,46.77,31.63,23.65,63.46,7.3,444.95,maize
109.36,52.28,63.26,27.49,77.09,6.32,683.18,chilli
119.93,63.91,54.06,20.66,63.72,6.53,584.36,wheat
60.78,38.47,41.62,30.01,53.75,7.53,916.17,mango
127.96,53.5,202.6,25.53,76.71,6.81,1223.25,banana
24.93,55.34,41.14,16.57,42.36,6.72,321.76,chickpea
138.22,67.68,130.02,20.7,75.71,6.35,491.2,potato
29.98,52.21,34.24,23.34,63.04,6.32,674.74,groundnut
74.03,52.69,87.45,21.69,66.09,6.34,673.71,onion
33.72,43.75,37.0,29.45,41.96,6.45,458.53,chickpea
110.26,45.33,72.82,33.14,75.16,6.12,1345.89,turmeric
157.0,50.88,51.48,30.33,81.97,7.09,1355.74,sugarcane
95.71,47.03,19.99,29.52,49.3,7.25,712.79,cotton
128.25,58.89,137.16,21.77,79.69,6.31,438.79,potato
83.08,28.1,39.6,24.05,72.28,5.95,536.3,maize
109.33,56.37,38.31,21.89,46.18,6.93,818.19,wheat
74.69,38.91,44.49,23.91,58.87,6.13,660.68,cotton
23.39,52.11,49.55,31.87,68.23,6.57,579.98,groundnut
28.46,71.8,36.05,22.75,66.65,6.45,608.78,soybean
132.36,55.52,54.56,32.72,65.86,6.55,1427.26,sugarcane
24.97,65.62,53.76,25.74,66.17,6.71,679.44,soybean
31.03,46.69,40.76,19.06,34.5,6.82,333.58,chickpea
35.89,45.57,40.14,19.12,50.98,7.2,394.52,chickpea
107.76,65.09,66.18,32.54,81.18,6.81,1719.1,sugarcane
148.94,54.57,55.25,26.01,75.99,6.59,1583.04,sugarcane
77.04,44.05,31.81,27.43,62.18,5.85,602.6,maize
87.16,49.56,61.83,28.72,68.73,5.95,706.98,chilli
22.12,44.8,44.32,24.69,54.15,6.47,429.8,chickpea
105.32,55.11,68.35,22.36,75.22,6.14,1253.4,turmeric
133.38,56.65,189.14,26.28,77.9,6.55,1337.4,banana
71.34,44.65,76.15,26.66,74.17,5.87,1006.24,turmeric
103.41,48.87,66.6,24.44,57.85,6.06,625.72,chilli
99.18,37.66,28.87,18.71,48.32,6.24,556.19,maize
67.18,48.57,35.46,16.54,50.96,7.05,514.07,wheat
42.75,54.23,34.53,24.43,41.61,6.46,292.8,chickpea
155.22,57.65,191.61,25.25,81.59,7.05,1372.76,banana
121.54,79.11,74.14,19.92,62.13,6.34,559.7,tomato
47.92,51.63,50.07,25.63,58.17,6.49,828.09,mango
76.81,38.72,34.04,24.3,51.17,7.78,788.9,cotton
42.95,43.13,38.33,27.7,52.79,6.63,990.07,mango
117.29,58.72,74.5,23.91,64.87,6.34,756.31,tomato
91.09,49.0,88.63,21.83,65.86,6.38,713.08,onion
86.03,39.19,33.73,25.01,57.06,6.25,542.74,maize
120.89,49.63,60.85,27.92,75.79,7.26,1730.7,sugarcane
101.52,51.15,57.71,24.92,72.0,6.69,583.22,chilli
102.11,36.88,42.67,27.21,72.5,6.66,638.59,cotton
35.97,31.94,56.67,25.22,65.54,6.3,847.7,mango
45.27,30.22,35.17,27.85,57.9,6.67,921.78,mango
95.53,46.55,45.84,23.77,73.7,6.01,675.05,chilli
118.27,51.55,48.31,20.85,81.99,6.83,1501.57,sugarcane
88.02,60.3,60.21,27.16,85.88,5.9,1214.53,turmeric
91.49,42.07,40.73,22.72,60.42,6.24,659.57,maize
88.67,41.6,43.06,22.87,63.5,7.2,671.2,maize
74.46,41.89,38.74,19.17,63.21,7.2,702.01,cotton
104.45,71.02,75.27,23.47,57.84,6.22,616.04,tomato
117.13,54.98,38.82,13.4,61.26,7.09,545.43,wheat
18.88,42.97,50.77,25.22,43.75,6.77,473.69,groundnut
100.36,43.55,67.44,23.2,62.67,6.94,742.44,chilli
99.79,55.89,48.84,29.77,70.36,6.31,1740.74,sugarcane
62.58,50.12,71.9,32.92,81.86,6.22,1161.47,turmeric
64.71,35.31,59.13,28.97,62.12,6.95,1068.4,mango
22.76,54.2,43.34,21.14,66.36,6.53,745.13,soybean
121.96,56.42,74.11,13.25,58.16,6.91,762.65,onion
168.83,55.41,163.76,24.2,77.2,6.6,1390.11,banana
167.78,81.27,120.26,20.25,78.87,5.73,534.24,potato
92.95,34.38,25.79,26.42,63.05,7.51,582.82,cotton
95.07,59.12,53.76,12.62,41.1,6.7,701.57,wheat
105.35,58.3,171.78,22.68,82.62,7.11,1178.26,banana
103.17,57.22,61.84,28.18,68.72,6.5,705.14,chilli
82.54,49.32,28.07,25.65,68.4,7.35,526.82,maize
42.77,58.7,46.98,27.17,57.07,6.44,604.64,groundnut
76.07,41.22,37.04,31.61,66.79,6.08,588.79,maize
60.73,35.13,45.68,24.03,59.96,5.87,540.31,maize
88.86,46.4,46.34,27.9,61.04,7.56,549.92,cotton
96.72,56.36,50.65,19.7,51.91,6.85,675.93,wheat
87.6,49.64,46.6,28.61,54.43,6.72,628.17,maize
85.23,49.51,31.84,25.5,67.35,5.76,613.02,maize
108.17,53.48,67.65,21.8,63.2,6.71,715.52,chilli
95.9,51.73,42.17,24.05,71.34,6.66,750.22,chilli
22.57,45.45,46.65,20.17,31.52,7.41,373.5,chickpea
104.31,57.72,57.09,28.43,65.55,6.29,769.0,chilli
38.29,48.58,56.58,23.92,64.06,6.27,473.36,groundnut
92.78,47.49,37.82,35.09,83.22,6.29,1613.5,rice
76.19,60.64,60.54,23.94,58.68,6.83,520.68,tomato
104.69,66.1,154.78,20.81,70.96,6.22,462.53,potato
138.99,48.55,53.95,19.61,75.66,6.34,1511.88,sugarcane
87.44,48.56,73.41,22.2,73.33,6.42,644.81,onion
92.67,66.39,67.78,23.46,62.97,6.4,736.94,chilli
112.67,65.61,57.51,19.85,55.14,6.36,609.07,tomato
31.04,53.13,50.7,25.35,62.53,6.32,541.47,groundnut
101.85,53.76,55.24,30.07,72.14,6.49,780.89,chilli
93.08,54.07,62.01,23.5,68.8,6.67,656.56,chilli
90.18,37.64,42.12,30.88,67.57,7.46,479.65,maize
125.8,53.39,185.15,27.79,84.21,6.68,1151.66,banana
97.06,55.21,55.62,29.04,73.69,6.8,592.72,chilli
105.72,73.67,105.27,19.43,76.7,5.5,479.85,potato
124.28,70.52,122.08,20.7,70.35,5.6,512.9,potato
23.91,24.93,49.34,27.97,61.27,6.51,927.85,mango
38.19,59.5,54.37,21.58,64.91,6.27,778.82,soybean
44.37,27.01,49.12,28.82,64.99,6.46,850.0,mango
117.3,59.94,61.8,24.98,58.28,6.3,539.09,tomato
118.53,72.76,74.34,24.2,64.34,6.37,581.12,tomato
85.68,46.84,35.81,19.6,76.96,6.55,664.45,maize
67.01,36.54,43.58,28.05,67.72,5.64,552.6,maize
84.75,44.81,47.61,34.41,85.99,6.0,1337.63,rice
103.37,55.92,66.24,19.31,69.1,6.34,573.9,onion
99.47,69.5,48.62,28.21,62.43,6.78,654.94,chilli
16.52,51.22,46.47,11.91,48.37,7.25,494.39,chickpea
32.17,43.31,47.03,27.41,52.03,7.12,372.04,chickpea
86.5,49.67,66.09,15.66,65.17,6.98,606.15,onion
72.01,71.47,74.8,24.11,75.27,6.85,505.97,chilli
27.66,50.83,52.26,14.79,46.52,6.91,426.0,chickpea
95.44,53.23,84.74,22.4,75.44,6.2,718.93,onion
91.08,38.73,42.33,24.32,57.45,6.89,745.56,cotton
166.26,47.85,172.61,32.01,82.2,6.54,1187.56,banana
113.63,81.04,93.65,19.32,79.2,5.48,508.84,potato
69.84,45.46,45.18,31.45,83.6,5.91,1434.48,rice
115.16,34.05,44.95,27.36,52.13,7.86,571.02,maize
16.42,51.69,49.1,26.07,66.22,6.67,641.8,soybean
138.07,60.38,73.51,32.98,76.5,6.33,1750.17,sugarcane
135.27,80.28,141.4,21.74,71.58,5.83,461.6,potato
85.43,48.94,67.46,25.09,72.51,7.35,1347.57,turmeric
91.53,33.42,31.13,25.15,56.58,6.82,916.55,cotton
32.15,45.45,38.04,24.6,53.01,6.32,323.45,chickpea
124.52,62.45,51.09,14.3,58.57,6.99,652.58,wheat
72.67,50.44,47.04,31.66,86.49,6.05,751.51,maize
131.11,75.82,62.52,23.14,70.24,6.1,570.6,tomato
76.01,56.46,78.2,18.99,57.14,6.37,566.71,onion
154.04,83.48,118.89,20.23,64.7,5.64,521.5,potato
118.12,46.05,63.2,28.5,76.28,7.28,1582.37,sugarcane
31.8,63.28,31.71,26.23,64.62,6.62,582.76,soybean
27.29,55.5,54.46,29.83,53.19,6.56,706.94,groundnut
117.11,86.64,116.5,16.83,76.28,5.51,521.27,potato
126.79,59.88,37.57,26.35,75.19,6.43,533.96,maize
53.89,37.43,38.91,29.64,57.58,6.33,952.73,mango
12.63,54.67,37.72,18.91,42.64,6.84,362.36,chickpea
110.17,56.4,77.54,25.69,69.38,6.53,559.97,onion
84.1,60.88,50.52,23.01,70.75,6.68,633.12,chilli
84.62,60.18,33.98,29.31,78.36,6.11,1603.83,rice
18.9,57.09,61.32,24.03,77.31,6.31,666.17,soybean
38.3,46.14,47.5,30.3,36.99,6.86,537.44,chickpea
70.02,51.17,86.44,15.32,66.4,6.46,709.46,onion
126.07,77.31,103.47,17.12,69.98,4.62,532.03,potato
28.8,44.62,46.2,24.76,59.8,6.59,670.99,soybean
76.03,42.47,41.59,29.01,69.87,6.73,681.29,cotton
105.85,52.25,41.99,31.37,64.38,6.82,538.47,maize
25.95,43.0,35.29,18.25,41.34,6.5,504.94,chickpea
32.98,55.9,42.9,26.25,71.73,6.32,605.0,groundnut
22.13,48.69,47.36,27.0,56.84,6.75,662.55,groundnut
57.34,24.32,49.95,28.15,63.08,5.89,1028.69,mango
134.1,45.97,80.57,26.88,81.6,7.04,1479.06,sugarcane
148.92,61.49,133.47,23.74,77.6,5.9,476.82,potato
70.96,43.71,82.79,19.43,85.64,6.61,654.36,onion
68.24,41.91,80.06,18.8,66.94,6.77,666.87,onion
97.1,56.93,66.21,24.44,83.69,6.75,1188.36,turmeric
37.8,52.44,50.41,28.56,68.87,6.47,664.54,soybean
71.02,48.6,32.04,24.28,57.27,6.91,522.69,maize
90.3,50.55,82.51,31.31,79.83,6.81,1065.35,turmeric
144.09,49.34,159.78,23.38,87.24,6.64,1462.75,banana
85.86,19.93,35.83,29.57,62.66,7.45,661.25,cotton
97.38,56.08,64.22,16.57,71.82,6.41,658.85,onion
133.05,60.23,48.93,30.17,85.73,6.97,1508.66,sugarcane
124.27,47.34,45.46,16.5,61.35,5.95,690.09,wheat
81.43,59.26,69.08,24.91,63.64,6.51,519.05,tomato
108.49,73.03,70.13,23.38,59.26,6.09,516.11,tomato
93.22,62.36,47.07,26.34,59.55,6.44,567.87,chilli
63.66,44.17,89.06,18.27,66.51,6.69,638.14,onion
95.24,70.07,69.24,19.05,57.42,6.84,617.88,tomato
86.07,60.42,35.43,30.51,76.71,6.14,1416.26,rice
22.81,55.06,45.37,13.72,34.0,6.75,489.59,chickpea
112.43,42.87,25.17,26.01,54.17,6.72,600.72,maize
65.39,50.78,42.38,28.47,57.3,6.53,893.66,mango
26.54,54.82,37.44,25.86,69.29,6.39,441.33,groundnut
79.97,57.27,63.29,23.88,69.73,6.1,580.48,chilli
134.97,48.08,63.17,26.72,60.19,6.72,486.61,tomato
30.11,33.28,45.49,17.22,28.82,6.44,371.5,chickpea
151.44,52.73,61.7,32.27,80.96,6.52,1514.46,sugarcane
90.87,42.05,25.57,26.65,79.79,6.73,613.07,maize
39.79,62.57,45.99,25.68,75.26,6.71,540.27,soybean
82.93,39.64,54.16,30.51,75.05,6.16,1405.06,rice
31.06,49.06,53.67,15.27,58.31,6.76,308.22,chickpea
126.2,51.85,60.22,26.34,79.55,6.55,1570.28,sugarcane
90.29,53.94,70.6,25.55,66.87,6.28,684.31,onion
158.1,90.83,135.52,20.03,81.93,5.34,537.65,potato
34.06,52.15,48.22,25.44,65.3,6.52,621.85,soybean
89.62,50.73,82.28,23.02,76.63,6.33,1278.86,turmeric
40.2,34.04,40.55,30.57,57.91,6.39,863.33,mango
34.92,45.15,56.62,24.42,69.03,6.64,694.3,soybean
26.95,48.76,37.3,27.6,54.46,6.29,373.36,chickpea
94.25,60.68,51.07,20.11,57.13,6.38,615.31,wheat
99.32,52.11,35.59,20.67,74.56,6.45,683.15,maize
94.96,49.91,42.15,29.69,75.47,6.61,1625.84,rice
96.52,42.82,29.28,26.37,66.17,7.02,592.63,cotton
89.02,61.13,65.96,26.95,60.9,6.72,706.02,onion
79.81,42.09,49.53,32.53,77.67,6.1,1405.67,rice
13.67,65.27,45.04,20.96,64.21,6.57,727.81,soybean
90.79,56.42,48.8,12.79,56.39,7.1,701.25,wheat
82.25,51.99,33.64,21.02,72.96,6.32,1489.63,rice
15.25,58.33,58.27,17.5,71.81,6.46,586.27,soybean
144.68,79.3,126.52,21.55,72.05,5.44,496.85,potato
37.99,44.26,53.42,27.76,72.41,6.49,468.39,groundnut
34.27,55.99,46.4,28.03,65.16,6.59,589.7,soybean
64.87,42.21,30.74,26.81,71.0,6.3,546.74,cotton
100.63,36.99,42.65,34.5,82.0,6.11,1387.52,rice
58.88,52.84,78.95,23.78,80.66,6.6,810.63,onion
104.86,57.09,39.32,14.33,50.61,6.57,735.95,wheat
58.03,61.68,78.15,26.08,78.23,6.56,1002.57,turmeric
38.07,51.09,43.84,21.83,44.09,6.43,395.89,chickpea
109.18,49.61,63.16,25.1,67.32,6.79,663.25,chilli
26.87,59.06,37.33,16.53,51.59,6.43,338.89,chickpea
99.81,33.14,45.77,12.92,39.87,5.69,781.4,wheat
91.01,64.07,63.85,21.56,68.56,6.6,665.36,chilli
33.53,58.93,37.88,23.27,49.24,7.08,401.97,chickpea
112.29,72.07,67.15,25.36,58.25,6.67,646.97,tomato
91.29,53.59,62.73,24.76,69.15,6.8,680.36,chilli
107.61,78.61,119.6,22.37,76.72,5.66,447.63,potato
96.5,57.76,85.99,15.88,68.2,6.27,545.83,onion
66.31,61.91,66.7,25.99,70.48,7.41,1128.4,turmeric
97.18,69.52,56.07,21.86,62.21,6.09,637.98,tomato
107.72,72.65,70.97,26.12,66.38,6.23,587.5,tomato
28.44,55.75,27.76,30.32,61.52,6.54,575.96,groundnut
83.43,54.96,63.77,30.89,72.23,6.66,1344.48,turmeric
93.38,62.32,51.25,15.14,52.92,6.36,679.65,wheat
30.08,57.66,52.83,27.82,64.96,6.62,686.94,soybean
108.84,49.81,71.87,25.09,76.44,6.36,705.16,chilli
120.33,65.51,210.98,29.47,87.4,6.46,1217.48,banana
87.53,57.37,61.82,27.39,56.3,6.46,691.17,chilli
93.93,50.96,65.21,26.31,74.56,6.31,635.57,chilli
98.52,63.74,61.38,25.6,63.15,6.59,673.89,chilli
88.96,50.2,58.28,25.0,74.11,6.83,681.97,chilli
91.04,58.65,30.32,9.81,60.54,6.94,694.26,wheat
95.05,41.16,89.85,17.89,69.75,6.02,560.1,onion
137.61,62.4,192.1,30.95,79.34,6.91,875.0,banana
112.55,83.74,59.92,27.19,69.82,6.16,647.3,tomato
164.53,49.28,70.05,27.23,70.71,6.79,1597.36,sugarcane
125.16,84.01,142.83,23.5,75.18,5.81,424.07,potato
119.78,52.68,197.06,23.3,89.72,6.62,1521.37,banana
27.68,58.36,60.57,28.8,54.15,6.81,654.3,groundnut
23.0,42.18,41.63,27.06,55.14,6.39,667.72,groundnut
29.38,62.64,49.25,24.8,50.68,6.27,433.15,chickpea
90.33,57.06,72.38,24.12,73.7,6.3,689.91,onion
139.81,43.55,81.18,23.49,83.91,6.38,1407.15,sugarcane
140.7,49.94,39.98,24.97,48.76,6.54,685.3,wheat
143.35,58.16,61.21,31.98,74.09,6.22,1608.45,sugarcane
24.62,49.97,49.26,22.14,39.2,6.99,380.65,chickpea
117.98,77.63,85.62,24.93,64.23,6.31,550.37,tomato
141.37,90.11,134.97,18.26,74.44,6.16,541.42,potato
45.07,49.21,38.96,7.16,41.64,7.07,478.2,chickpea
107.45,67.28,41.35,17.43,51.38,7.16,895.98,wheat
113.19,60.87,39.81,19.03,59.13,6.92,617.43,wheat
112.24,57.73,42.54,9.68,56.2,7.58,664.0,wheat
105.96,93.9,113.3,22.09,72.65,5.85,470.5,potato
29.76,41.81,50.99,30.88,67.31,6.88,557.89,groundnut
131.93,64.23,220.8,35.43,80.16,6.65,1121.35,banana
50.35,24.71,32.82,32.79,53.94,7.27,982.23,mango
24.54,59.13,36.96,16.01,47.4,6.71,414.73,chickpea
38.21,63.78,43.17,18.76,51.26,7.07,481.91,chickpea
165.43,61.41,193.66,32.96,74.32,6.49,1147.39,banana
109.45,59.95,49.31,14.69,40.25,6.74,729.35,wheat
129.44,61.19,196.79,22.64,91.96,7.24,1089.54,banana
81.27,45.84,102.06,16.55,73.0,6.31,660.19,onion
79.01,39.93,35.82,24.19,81.01,6.76,478.24,cotton
139.82,63.47,58.0,37.95,73.82,6.84,1536.79,sugarcane
115.4,50.97,46.6,13.49,67.89,6.41,721.93,wheat
85.85,62.26,88.57,22.57,69.96,6.48,695.72,onion
141.93,39.62,63.1,29.98,87.93,6.18,1733.58,sugarcane
92.24,53.22,38.59,22.89,81.23,5.8,1587.3,rice
79.43,54.86,63.14,23.24,86.46,6.91,1330.59,turmeric
60.94,37.26,93.02,17.41,79.1,6.84,767.54,onion
95.8,41.08,39.87,27.3,74.1,5.77,1399.17,rice
83.98,58.57,41.14,24.9,78.42,5.73,1443.05,rice
72.83,31.0,41.98,27.98,91.96,6.16,1395.16,rice
27.53,39.77,42.69,29.42,41.42,7.01,434.79,chickpea
144.6,58.22,216.57,20.85,87.15,6.89,1203.65,banana
143.89,63.83,78.34,21.03,69.81,6.45,1429.54,sugarcane
34.91,56.74,55.59,27.39,67.3,6.68,659.07,groundnut
133.82,91.07,126.96,25.71,78.5,5.32,491.17,potato
64.89,65.56,81.35,25.43,72.34,6.73,1059.24,turmeric
99.22,48.82,42.57,26.16,87.02,5.99,468.09,maize
82.66,61.95,59.54,26.61,79.28,6.07,999.58,turmeric
45.46,51.03,46.34,22.22,73.43,6.3,613.16,soybean
96.71,59.86,76.43,24.47,64.61,6.64,665.64,chilli
97.88,66.25,176.68,27.44,87.43,6.95,1343.81,banana
73.72,45.71,85.22,22.02,74.65,6.49,816.53,onion
77.45,44.06,44.55,28.87,68.63,5.94,1429.72,rice
88.47,39.5,36.64,26.68,82.5,7.45,741.31,cotton
110.43,83.12,63.54,23.66,54.92,6.58,590.97,tomato
52.41,36.03,56.7,27.45,66.67,6.23,1020.08,mango
42.24,57.22,48.09,25.97,86.12,6.22,586.62,soybean
86.59,49.68,54.07,28.21,75.27,6.03,1413.09,turmeric
91.96,67.53,59.86,32.41,65.39,6.51,1280.65,turmeric
30.77,45.28,40.72,8.5,46.27,5.84,454.4,chickpea
81.89,36.79,74.73,23.17,67.36,6.18,722.35,onion
22.04,55.87,41.46,26.07,76.81,6.46,659.76,soybean
109.86,61.06,67.84,22.09,66.07,6.23,642.35,tomato
30.94,44.76,39.39,22.29,51.81,6.88,381.0,chickpea
57.87,36.75,37.41,26.83,64.63,6.24,871.16,mango
97.23,55.05,32.93,21.81,53.46,7.17,647.35,wheat
104.06,34.72,47.51,31.12,58.84,6.09,698.07,cotton
74.33,52.42,84.8,27.08,80.92,7.13,1384.15,turmeric
121.73,84.55,83.57,22.44,68.98,6.45,683.79,tomato
102.74,46.8,66.42,31.12,73.41,6.64,670.21,chilli
21.84,55.91,46.21,25.9,76.23,6.7,686.69,soybean
78.73,43.66,66.15,25.3,86.04,7.08,1424.66,turmeric
105.16,43.42,43.34,29.29,51.62,6.98,797.05,cotton
91.37,33.65,47.61,25.3,68.58,7.09,725.22,cotton
79.64,37.15,76.95,25.11,76.84,6.84,1204.41,turmeric
79.25,63.69,40.4,19.1,63.98,6.24,629.06,wheat
117.3,68.08,57.86,24.49,75.26,6.26,1715.08,sugarcane
109.47,42.13,68.01,23.59,61.05,6.47,564.23,tomato
85.35,25.23,42.52,29.89,88.28,5.75,1617.14,rice
142.29,61.6,180.53,23.02,70.38,6.42,1302.81,banana
72.48,41.8,49.68,28.98,73.51,6.23,1466.37,rice
67.04,53.0,49.88,30.51,50.87,7.45,943.85,mango
69.77,43.07,32.07,30.2,86.54,5.88,1914.8,rice
82.79,52.43,50.0,27.82,75.38,6.62,1311.41,turmeric
33.63,57.82,53.55,25.64,81.25,6.8,670.0,groundnut
140.49,80.15,102.05,18.36,66.55,5.5,589.68,potato
104.5,79.31,82.61,30.21,73.07,6.16,569.37,tomato
101.91,50.89,47.71,13.36,56.65,7.21,648.68,wheat
79.36,56.0,66.97,25.34,75.74,6.52,1539.84,turmeric
92.07,76.22,66.28,19.47,63.42,6.23,481.67,tomato
24.75,41.06,38.44,17.34,49.47,6.73,431.39,chickpea
88.7,55.17,45.08,36.48,77.66,5.69,1244.26,rice
120.78,66.94,63.36,19.63,51.75,6.26,666.6,tomato
96.85,60.98,79.53,24.55,67.24,6.22,459.17,tomato
115.07,38.24,40.66,24.7,74.43,6.7,560.32,maize
113.33,36.64,26.63,28.87,47.94,6.4,762.5,maize
93.14,65.36,87.47,23.93,65.07,6.87,702.18,onion
125.05,70.18,130.48,21.24,72.04,5.67,547.45,potato
64.07,52.82,97.15,19.87,61.0,6.62,599.96,onion
33.58,50.33,49.0,26.11,62.98,6.56,525.81,groundnut
124.02,93.31,115.36,21.53,77.27,5.35,457.83,potato
35.65,58.81,43.1,27.21,57.94,6.07,554.31,soybean
101.1,59.8,71.88,15.81,58.54,6.78,639.89,onion
95.1,47.69,77.25,28.13,66.21,6.54,1086.72,turmeric
81.46,39.02,37.76,26.52,62.05,6.77,594.15,maize
10.9,52.23,55.99,24.28,62.45,6.43,607.82,groundnut
85.77,43.48,44.82,25.93,83.04,5.96,1833.56,rice
36.98,52.34,60.21,26.52,59.88,6.85,743.39,groundnut
26.18,28.67,29.53,23.13,45.23,7.34,477.26,chickpea
114.1,87.8,109.58,20.68,71.26,5.79,480.21,potato
105.32,49.17,77.54,20.91,72.64,6.09,1112.01,turmeric
91.36,49.13,62.07,20.8,80.07,6.23,1385.42,turmeric
108.06,48.61,37.76,13.83,52.96,7.21,619.49,wheat
124.07,64.91,187.63,29.61,80.95,6.83,1138.66,banana
122.29,87.42,75.14,21.49,66.14,6.39,423.9,tomato
117.57,59.7,34.75,11.86,49.41,6.5,775.34,wheat
38.85,53.88,44.72,17.46,51.26,7.09,366.56,chickpea
77.61,64.83,84.15,18.74,59.8,6.26,582.01,onion
128.7,84.73,118.39,17.34,68.07,6.29,547.8,potato
42.62,38.37,47.85,28.91,58.88,6.71,1009.78,mango
135.5,54.29,195.39,30.54,88.25,7.42,1332.74,banana
121.55,54.75,182.69,20.92,78.41,7.29,1280.53,banana
43.84,27.09,51.07,32.06,60.22,6.2,758.69,mango
28.48,46.97,46.42,20.97,61.93,6.81,372.46,chickpea
82.69,57.03,30.55,17.24,44.74,7.5,791.14,wheat
54.7,42.78,44.01,23.61,84.91,5.95,1951.1,rice
80.68,58.34,71.41,30.57,64.7,6.66,642.87,chilli
